0,0,[0, 1, 1, 1, 1, 0],[0, 3, 5, 7, 9, 12] | 19600,31900,2.535,0.0736139117287
0,0,[0, 1, 2, 2, 1, 0],[0, 3, 5, 7, 9, 12] | 16600,31900,2.1504,0.0736139117287
0,0,[0, 1, 3, 3, 1, 0],[0, 3, 5, 7, 9, 12] | 16900,31900,2.1921,0.0736139117287
0,0,[0, 1, 4, 4, 1, 0],[0, 3, 5, 7, 9, 12] | 17200,31900,2.2338,0.0736139117287
0,0,[0, 1, 5, 5, 1, 0],[0, 3, 5, 7, 9, 12] | 17600,31900,2.2894,0.0736139117287
0,0,[0, 2, 0, 0, 2, 0],[0, 3, 5, 7, 9, 12] | 15700,31900,2.0334,0.0736139117287
0,0,[0, 2, 1, 1, 2, 0],[0, 3, 5, 7, 9, 12] | 16600,31900,2.1504,0.0736139117287
0,0,[0, 2, 4, 4, 2, 0],[0, 3, 5, 7, 9, 12] | 14200,25600,1.8492,0.0736139117287
0,0,[0, 2, 5, 5, 2, 0],[0, 3, 5, 7, 9, 12] | 14600,27900,1.9048,0.0736139117287
0,0,[0, 3, 0, 0, 3, 0],[0, 3, 5, 7, 9, 12] | 16000,31900,2.0751,0.0736139117287
0,0,[0, 3, 1, 1, 3, 0],[0, 3, 5, 7, 9, 12] | 16900,31900,2.1921,0.0736139117287
0,0,[0, 3, 3, 3, 3, 0],[0, 3, 5, 7, 9, 12] | 14200,25600,1.8492,0.0736139117287
0,0,[0, 3, 4, 4, 3, 0],[0, 3, 5, 7, 9, 12] | 14500,27300,1.8909,0.0736139117287
0,0,[0, 3, 5, 5, 3, 0],[0, 3, 5, 7, 9, 12] | 14900,29600,1.9465,0.0736139117287
0,0,[0, 4, 0, 0, 4, 0],[0, 3, 5, 7, 9, 12] | 16300,31900,2.1168,0.0736139117287
0,0,[0, 4, 1, 1, 4, 0],[0, 3, 5, 7, 9, 12] | 17200,31900,2.2338,0.0736139117287
0,0,[0, 4, 2, 2, 4, 0],[0, 3, 5, 7, 9, 12] | 14200,25600,1.8492,0.0736139117287
0,0,[0, 4, 3, 3, 4, 0],[0, 3, 5, 7, 9, 12] | 14500,27300,1.8909,0.0736139117287
0,0,[0, 4, 4, 4, 4, 0],[0, 3, 5, 7, 9, 12] | 14800,29000,1.9326,0.0736139117287
0,0,[0, 4, 5, 5, 4, 0],[0, 3, 5, 7, 9, 12] | 15200,31400,1.9882,0.0736139117287
0,0,[0, 5, 0, 0, 5, 0],[0, 3, 5, 7, 9, 12] | 16700,31900,2.1724,0.0736139117287
0,0,[0, 5, 1, 1, 5, 0],[0, 3, 5, 7, 9, 12] | 17600,31900,2.2894,0.0736139117287
0,0,[0, 5, 2, 2, 5, 0],[0, 3, 5, 7, 9, 12] | 14600,27900,1.9048,0.0736139117287
0,0,[0, 5, 3, 3, 5, 0],[0, 3, 5, 7, 9, 12] | 14900,29600,1.9465,0.0736139117287
0,0,[0, 5, 4, 4, 5, 0],[0, 3, 5, 7, 9, 12] | 15200,31400,1.9882,0.0736139117287
0,0,[0, 5, 5, 5, 5, 0],[0, 3, 5, 7, 9, 12] | 15700,31900,2.0438,0.0736139117287
0,0,[5, 5, 5, 5, 5, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 15400,31900,2.0264,0.0736139117287
0,0,[5, 5, 5, 4, 5, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 15200,31900,1.9986,0.0736139117287
0,0,[5, 5, 5, 3, 5, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 15100,31900,1.97775,0.0736139117287
0,0,[5, 5, 5, 2, 5, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14900,31900,1.9569,0.0736139117287
0,0,[5, 5, 5, 1, 5, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 16400,31900,2.1492,0.0736139117287
0,0,[5, 5, 5, 0, 5, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.0907,0.0736139117287
0,0,[5, 5, 4, 5, 4, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 15000,31900,1.9708,0.0736139117287
0,0,[5, 5, 4, 4, 4, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14800,31900,1.943,0.0736139117287
0,0,[5, 5, 4, 3, 4, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14700,31900,1.92215,0.0736139117287
0,0,[5, 5, 4, 2, 4, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14500,31900,1.9013,0.0736139117287
0,0,[5, 5, 4, 1, 4, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.0936,0.0736139117287
0,0,[5, 5, 4, 0, 4, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 15600,31900,2.0351,0.0736139117287
0,0,[5, 5, 3, 5, 3, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14700,31900,1.9291,0.0736139117287
0,0,[5, 5, 3, 4, 3, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14500,31900,1.9013,0.0736139117287
0,0,[5, 5, 3, 3, 3, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14400,31900,1.88045,0.0736139117287
0,0,[5, 5, 3, 2, 3, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14200,31900,1.8596,0.0736139117287
0,0,[5, 5, 3, 1, 3, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 15700,31900,2.0519,0.0736139117287
0,0,[5, 5, 3, 0, 3, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 15200,31900,1.9934,0.0736139117287
0,0,[5, 5, 2, 5, 2, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14400,31900,1.8874,0.0736139117287
0,0,[5, 5, 2, 4, 2, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14200,31900,1.8596,0.0736139117287
0,0,[5, 5, 2, 1, 2, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 15400,31900,2.0102,0.0736139117287
0,0,[5, 5, 2, 0, 2, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 14900,31900,1.9517,0.0736139117287
0,0,[5, 5, 1, 5, 1, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 17400,31900,2.272,0.0736139117287
0,0,[5, 5, 1, 4, 1, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 17200,31900,2.2442,0.0736139117287
0,0,[5, 5, 1, 3, 1, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.22335,0.0736139117287
0,0,[5, 5, 1, 2, 1, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 16900,31900,2.2025,0.0736139117287
0,0,[5, 5, 1, 1, 1, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 18400,31900,2.3948,0.0736139117287
0,0,[5, 5, 1, 0, 1, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 17900,31900,2.3363,0.0736139117287
0,0,[5, 5, 0, 5, 0, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 16500,31900,2.155,0.0736139117287
0,0,[5, 5, 0, 4, 0, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 16300,31900,2.1272,0.0736139117287
0,0,[5, 5, 0, 3, 0, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 16100,31900,2.10635,0.0736139117287
0,0,[5, 5, 0, 2, 0, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.0855,0.0736139117287
0,0,[5, 5, 0, 1, 0, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 17500,31900,2.2778,0.0736139117287
0,0,[5, 5, 0, 0, 0, 5, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.2193,0.0736139117287
0,0,[5, 4, 5, 5, 5, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15000,31900,1.9708,0.0736139117287
0,0,[5, 4, 5, 4, 5, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14800,31900,1.943,0.0736139117287
0,0,[5, 4, 5, 3, 5, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14700,31900,1.92215,0.0736139117287
0,0,[5, 4, 5, 2, 5, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14500,31900,1.9013,0.0736139117287
0,0,[5, 4, 5, 1, 5, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.0936,0.0736139117287
0,0,[5, 4, 5, 0, 5, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15600,31900,2.0351,0.0736139117287
0,0,[5, 4, 4, 5, 4, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14600,31900,1.9152,0.0736139117287
0,0,[5, 4, 4, 4, 4, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14400,31900,1.8874,0.0736139117287
0,0,[5, 4, 4, 3, 4, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14300,31900,1.86655,0.0736139117287
0,0,[5, 4, 4, 2, 4, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14100,31900,1.8457,0.0736139117287
0,0,[5, 4, 4, 1, 4, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15600,31900,2.038,0.0736139117287
0,0,[5, 4, 4, 0, 4, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15100,31900,1.9795,0.0736139117287
0,0,[5, 4, 3, 5, 3, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14300,31900,1.8735,0.0736139117287
0,0,[5, 4, 3, 4, 3, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14100,31900,1.8457,0.0736139117287
0,0,[5, 4, 3, 1, 3, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15300,30100,1.9963,0.0736139117287
0,0,[5, 4, 3, 0, 3, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14800,29000,1.9378,0.0736139117287
0,0,[5, 4, 2, 1, 2, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15000,28900,1.9546,0.0736139117287
0,0,[5, 4, 2, 0, 2, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 14500,28900,1.8961,0.0736139117287
0,0,[5, 4, 1, 5, 1, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.2164,0.0736139117287
0,0,[5, 4, 1, 4, 1, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 16800,31900,2.1886,0.0736139117287
0,0,[5, 4, 1, 3, 1, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 16600,31900,2.16775,0.0736139117287
0,0,[5, 4, 1, 2, 1, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 16500,31900,2.1469,0.0736139117287
0,0,[5, 4, 1, 1, 1, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 17900,31900,2.3392,0.0736139117287
0,0,[5, 4, 1, 0, 1, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 17500,31900,2.2807,0.0736139117287
0,0,[5, 4, 0, 5, 0, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 16100,31900,2.0994,0.0736139117287
0,0,[5, 4, 0, 4, 0, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15900,31900,2.0716,0.0736139117287
0,0,[5, 4, 0, 3, 0, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15700,31900,2.05075,0.0736139117287
0,0,[5, 4, 0, 2, 0, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 15600,31900,2.0299,0.0736139117287
0,0,[5, 4, 0, 1, 0, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.2222,0.0736139117287
0,0,[5, 4, 0, 0, 0, 4, 5],[0, 2, 4, 6, 8, 10, 12] | 16600,31900,2.1637,0.0736139117287
0,0,[5, 3, 5, 5, 5, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14700,31900,1.9291,0.0736139117287
0,0,[5, 3, 5, 4, 5, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14500,31900,1.9013,0.0736139117287
0,0,[5, 3, 5, 3, 5, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14400,31900,1.88045,0.0736139117287
0,0,[5, 3, 5, 2, 5, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14200,31900,1.8596,0.0736139117287
0,0,[5, 3, 5, 1, 5, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 15700,31900,2.0519,0.0736139117287
0,0,[5, 3, 5, 0, 5, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 15200,31900,1.9934,0.0736139117287
0,0,[5, 3, 4, 5, 4, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14300,31900,1.8735,0.0736139117287
0,0,[5, 3, 4, 4, 4, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14100,31900,1.8457,0.0736139117287
0,0,[5, 3, 4, 1, 4, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 15300,30100,1.9963,0.0736139117287
0,0,[5, 3, 4, 0, 4, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14800,29000,1.9378,0.0736139117287
0,0,[5, 3, 3, 1, 3, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 15000,28400,1.9546,0.0736139117287
0,0,[5, 3, 3, 0, 3, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14500,27300,1.8961,0.0736139117287
0,0,[5, 3, 2, 1, 2, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14700,26800,1.9129,0.0736139117287
0,0,[5, 3, 2, 0, 2, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 14200,25500,1.8544,0.0736139117287
0,0,[5, 3, 1, 5, 1, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 16700,31900,2.1747,0.0736139117287
0,0,[5, 3, 1, 4, 1, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 16500,31900,2.1469,0.0736139117287
0,0,[5, 3, 1, 3, 1, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 16300,31900,2.12605,0.0736139117287
0,0,[5, 3, 1, 2, 1, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 16100,31900,2.1052,0.0736139117287
0,0,[5, 3, 1, 1, 1, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 17600,31900,2.2975,0.0736139117287
0,0,[5, 3, 1, 0, 1, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 17200,31900,2.239,0.0736139117287
0,0,[5, 3, 0, 5, 0, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 15800,31900,2.0577,0.0736139117287
0,0,[5, 3, 0, 4, 0, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 15600,31900,2.0299,0.0736139117287
0,0,[5, 3, 0, 3, 0, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 15400,31900,2.00905,0.0736139117287
0,0,[5, 3, 0, 2, 0, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 15200,31400,1.9882,0.0736139117287
0,0,[5, 3, 0, 1, 0, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 16700,31900,2.1805,0.0736139117287
0,0,[5, 3, 0, 0, 0, 3, 5],[0, 2, 4, 6, 8, 10, 12] | 16300,31900,2.122,0.0736139117287
0,0,[5, 2, 5, 5, 5, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 14400,31900,1.8874,0.0736139117287
0,0,[5, 2, 5, 4, 5, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 14200,31900,1.8596,0.0736139117287
0,0,[5, 2, 5, 1, 5, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 15400,31900,2.0102,0.0736139117287
0,0,[5, 2, 5, 0, 5, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 14900,31900,1.9517,0.0736139117287
0,0,[5, 2, 4, 1, 4, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 15000,28900,1.9546,0.0736139117287
0,0,[5, 2, 4, 0, 4, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 14500,28900,1.8961,0.0736139117287
0,0,[5, 2, 3, 1, 3, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 14700,26800,1.9129,0.0736139117287
0,0,[5, 2, 3, 0, 3, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 14200,25500,1.8544,0.0736139117287
0,0,[5, 2, 2, 1, 2, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 14300,25100,1.8712,0.0736139117287
0,0,[5, 2, 1, 5, 1, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 16400,31900,2.133,0.0736139117287
0,0,[5, 2, 1, 4, 1, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 16100,31900,2.1052,0.0736139117287
0,0,[5, 2, 1, 3, 1, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.08435,0.0736139117287
0,0,[5, 2, 1, 2, 1, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 15800,31900,2.0635,0.0736139117287
0,0,[5, 2, 1, 1, 1, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 17300,31900,2.2558,0.0736139117287
0,0,[5, 2, 1, 0, 1, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 16900,31900,2.1973,0.0736139117287
0,0,[5, 2, 0, 5, 0, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 15500,31900,2.016,0.0736139117287
0,0,[5, 2, 0, 4, 0, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 15200,31400,1.9882,0.0736139117287
0,0,[5, 2, 0, 3, 0, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 15100,30500,1.96735,0.0736139117287
0,0,[5, 2, 0, 2, 0, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 14900,29600,1.9465,0.0736139117287
0,0,[5, 2, 0, 1, 0, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 16400,31900,2.1388,0.0736139117287
0,0,[5, 2, 0, 0, 0, 2, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.0803,0.0736139117287
0,0,[5, 1, 5, 5, 5, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17400,31900,2.272,0.0736139117287
0,0,[5, 1, 5, 4, 5, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17200,31900,2.2442,0.0736139117287
0,0,[5, 1, 5, 3, 5, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.22335,0.0736139117287
0,0,[5, 1, 5, 2, 5, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16900,31900,2.2025,0.0736139117287
0,0,[5, 1, 5, 1, 5, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 18400,31900,2.3948,0.0736139117287
0,0,[5, 1, 5, 0, 5, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17900,31900,2.3363,0.0736139117287
0,0,[5, 1, 4, 5, 4, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.2164,0.0736139117287
0,0,[5, 1, 4, 4, 4, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16800,31900,2.1886,0.0736139117287
0,0,[5, 1, 4, 3, 4, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16600,31900,2.16775,0.0736139117287
0,0,[5, 1, 4, 2, 4, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16500,31900,2.1469,0.0736139117287
0,0,[5, 1, 4, 1, 4, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17900,31900,2.3392,0.0736139117287
0,0,[5, 1, 4, 0, 4, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17500,31900,2.2807,0.0736139117287
0,0,[5, 1, 3, 5, 3, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16700,31900,2.1747,0.0736139117287
0,0,[5, 1, 3, 4, 3, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16500,31900,2.1469,0.0736139117287
0,0,[5, 1, 3, 3, 3, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16300,31900,2.12605,0.0736139117287
0,0,[5, 1, 3, 2, 3, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16100,31900,2.1052,0.0736139117287
0,0,[5, 1, 3, 1, 3, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17600,31900,2.2975,0.0736139117287
0,0,[5, 1, 3, 0, 3, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17200,31900,2.239,0.0736139117287
0,0,[5, 1, 2, 5, 2, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16400,31900,2.133,0.0736139117287
0,0,[5, 1, 2, 4, 2, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16100,31900,2.1052,0.0736139117287
0,0,[5, 1, 2, 3, 2, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.08435,0.0736139117287
0,0,[5, 1, 2, 2, 2, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 15800,31900,2.0635,0.0736139117287
0,0,[5, 1, 2, 1, 2, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17300,31900,2.2558,0.0736139117287
0,0,[5, 1, 2, 0, 2, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 16900,31900,2.1973,0.0736139117287
0,0,[5, 1, 1, 5, 1, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 19300,31900,2.5176,0.0736139117287
0,0,[5, 1, 1, 4, 1, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 19100,31900,2.4898,0.0736139117287
0,0,[5, 1, 1, 3, 1, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 19000,31900,2.46895,0.0736139117287
0,0,[5, 1, 1, 2, 1, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 18800,31900,2.4481,0.0736139117287
0,0,[5, 1, 1, 1, 1, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 20300,31900,2.6404,0.0736139117287
0,0,[5, 1, 1, 0, 1, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 19900,31900,2.5819,0.0736139117287
0,0,[5, 1, 0, 5, 0, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 18400,31900,2.4006,0.0736139117287
0,0,[5, 1, 0, 4, 0, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 18200,31900,2.3728,0.0736139117287
0,0,[5, 1, 0, 3, 0, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 18100,31900,2.35195,0.0736139117287
0,0,[5, 1, 0, 2, 0, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 17900,31900,2.3311,0.0736139117287
0,0,[5, 1, 0, 1, 0, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 19400,31900,2.5234,0.0736139117287
0,0,[5, 1, 0, 0, 0, 1, 5],[0, 2, 4, 6, 8, 10, 12] | 19000,31900,2.4649,0.0736139117287
0,0,[5, 0, 5, 5, 5, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16500,31900,2.155,0.0736139117287
0,0,[5, 0, 5, 4, 5, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16300,31900,2.1272,0.0736139117287
0,0,[5, 0, 5, 3, 5, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16100,31900,2.10635,0.0736139117287
0,0,[5, 0, 5, 2, 5, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.0855,0.0736139117287
0,0,[5, 0, 5, 1, 5, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 17500,31900,2.2778,0.0736139117287
0,0,[5, 0, 5, 0, 5, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.2193,0.0736139117287
0,0,[5, 0, 4, 5, 4, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16100,31900,2.0994,0.0736139117287
0,0,[5, 0, 4, 4, 4, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15900,31900,2.0716,0.0736139117287
0,0,[5, 0, 4, 3, 4, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15700,31900,2.05075,0.0736139117287
0,0,[5, 0, 4, 2, 4, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15600,31900,2.0299,0.0736139117287
0,0,[5, 0, 4, 1, 4, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.2222,0.0736139117287
0,0,[5, 0, 4, 0, 4, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16600,31900,2.1637,0.0736139117287
0,0,[5, 0, 3, 5, 3, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15800,31900,2.0577,0.0736139117287
0,0,[5, 0, 3, 4, 3, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15600,31900,2.0299,0.0736139117287
0,0,[5, 0, 3, 3, 3, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15400,31900,2.00905,0.0736139117287
0,0,[5, 0, 3, 2, 3, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15200,31400,1.9882,0.0736139117287
0,0,[5, 0, 3, 1, 3, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16700,31900,2.1805,0.0736139117287
0,0,[5, 0, 3, 0, 3, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16300,31900,2.122,0.0736139117287
0,0,[5, 0, 2, 5, 2, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15500,31900,2.016,0.0736139117287
0,0,[5, 0, 2, 4, 2, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15200,31400,1.9882,0.0736139117287
0,0,[5, 0, 2, 3, 2, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 15100,30500,1.96735,0.0736139117287
0,0,[5, 0, 2, 2, 2, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 14900,29600,1.9465,0.0736139117287
0,0,[5, 0, 2, 1, 2, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16400,31900,2.1388,0.0736139117287
0,0,[5, 0, 2, 0, 2, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 16000,31900,2.0803,0.0736139117287
0,0,[5, 0, 1, 5, 1, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 18400,31900,2.4006,0.0736139117287
0,0,[5, 0, 1, 4, 1, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 18200,31900,2.3728,0.0736139117287
0,0,[5, 0, 1, 3, 1, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 18100,31900,2.35195,0.0736139117287
0,0,[5, 0, 1, 2, 1, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 17900,31900,2.3311,0.0736139117287
0,0,[5, 0, 1, 1, 1, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 19400,31900,2.5234,0.0736139117287
0,0,[5, 0, 1, 0, 1, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 19000,31900,2.4649,0.0736139117287
0,0,[5, 0, 0, 5, 0, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 17500,31900,2.2836,0.0736139117287
0,0,[5, 0, 0, 4, 0, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 17300,31900,2.2558,0.0736139117287
0,0,[5, 0, 0, 3, 0, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 17200,31900,2.23495,0.0736139117287
0,0,[5, 0, 0, 2, 0, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 17000,31900,2.2141,0.0736139117287
0,0,[5, 0, 0, 1, 0, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 18500,31900,2.4064,0.0736139117287
0,0,[5, 0, 0, 0, 0, 0, 5],[0, 2, 4, 6, 8, 10, 12] | 18100,31900,2.3479,0.0736139117287
0,0,[4, 4, 4, 1, 4, 4, 4],[0, 2, 4, 6, 8, 10, 12] | 15200,31900,1.9824,0.0736139117287
0,0,[4, 4, 4, 0, 4, 4, 4],[0, 2, 4, 6, 8, 10, 12] | 14700,31900,1.9239,0.0736139117287
